clientId,educationalInstitutionId,clientName,trailId,trailName,trailDescription,trailThreadId,trailThreadName,sectorId,sectorName,sectorDescription,sectorItemId,sectorItemName,materialFile,examId
10307,11860,SAS - Focos,251,Formação Projeto de Vida,Formação Projeto de Vida,196,FOCOS Cursos,825,Módulo 02,Projeto de Vida,1497,Apresentação - Módulo 02,89719,
10307,11860,SAS - Focos,251,Formação Projeto de Vida,Formação Projeto de Vida,196,FOCOS Cursos,825,Módulo 02,Projeto de Vida,1498,Aula 01: A dimensão afetiva das práticas pedagógicas,89720,
10307,11860,SAS - Focos,251,Formação Projeto de Vida,Formação Projeto de Vida,196,FOCOS Cursos,825,Módulo 02,Projeto de Vida,1499,Ebook Aula 01 A afetividade no processo de aprendizado.pdf,89557,
10307,11860,SAS - Focos,251,Formação Projeto de Vida,Formação Projeto de Vida,196,FOCOS Cursos,825,Módulo 02,Projeto de Vida,1501,Aula 02: Neurociência das emoções e aprendizagem,89721,
10307,11860,SAS - Focos,251,Formação Projeto de Vida,Formação Projeto de Vida,196,FOCOS Cursos,825,Módulo 02,Projeto de Vida,1502,Ebook Aula 02 Neurociência das emoções e aprendizagem.pdf,89564,
10307,11860,SAS - Focos,251,Formação Projeto de Vida,Formação Projeto de Vida,196,FOCOS Cursos,825,Módulo 02,Projeto de Vida,1503,"Aula 03: Inteligência Emocional, Psicologia Positiva e Mediação de Conflitos",89722,
10307,11860,SAS - Focos,251,Formação Projeto de Vida,Formação Projeto de Vida,196,FOCOS Cursos,825,Módulo 02,Projeto de Vida,1504,"Ebook Aula 03 Inteligência Emocional, Psicologia Positiva e Mediação de Conflitos.pdf",89566,
10307,11860,SAS - Focos,251,Formação Projeto de Vida,Formação Projeto de Vida,196,FOCOS Cursos,825,Módulo 02,Projeto de Vida,1596,Atividade Aula 01 Módulo 02 Projeto de Vida,,955575
10307,11860,SAS - Focos,251,Formação Projeto de Vida,Formação Projeto de Vida,196,FOCOS Cursos,825,Módulo 02,Projeto de Vida,1599,Atividade Aula 03 Módulo 02 Projeto de Vida,,955727
10307,11860,SAS - Focos,251,Formação Projeto de Vida,Formação Projeto de Vida,196,FOCOS Cursos,825,Módulo 02,Projeto de Vida,1600,Atividade Aula 02 Módulo 02 Projeto de Vida,,955764
10307,11860,SAS - Focos,252,Língua Portuguesa - Novo Ensino Médio,Língua Portuguesa - Novo Ensino Médio,196,FOCOS Cursos,826,Módulo 01,Bem vindo(a)!! Vamos começar?,1507,Boas-vindas - Orientações Iniciais!,89723,
10307,11860,SAS - Focos,252,Língua Portuguesa - Novo Ensino Médio,Língua Portuguesa - Novo Ensino Médio,196,FOCOS Cursos,826,Módulo 01,Bem vindo(a)!! Vamos começar?,1573,Vídeo 01 Novo Ensino Médio - Língua Portuguesa - 1ª série.,89800,
10307,11860,SAS - Focos,252,Língua Portuguesa - Novo Ensino Médio,Língua Portuguesa - Novo Ensino Médio,196,FOCOS Cursos,827,Módulo 02,Livro do professor,1508,Vídeo 02 Livro do professor,89724,
10307,11860,SAS - Focos,252,Língua Portuguesa - Novo Ensino Médio,Língua Portuguesa - Novo Ensino Médio,196,FOCOS Cursos,828,Módulo 03,"Campos de atuação, eixos, campo da vida pessoal",1509,"Vídeo 03 Campos de atuação, eixos, campo da vida pessoal",89725,
10307,11860,SAS - Focos,252,Língua Portuguesa - Novo Ensino Médio,Língua Portuguesa - Novo Ensino Médio,196,FOCOS Cursos,829,Módulo 04,Gêneros x tipos textuais,1510,Vídeo 04 Gêneros x tipos textuais,89726,
10307,11860,SAS - Focos,252,Língua Portuguesa - Novo Ensino Médio,Língua Portuguesa - Novo Ensino Médio,196,FOCOS Cursos,830,Módulo 05,Gêneros digitais,1511,Vídeo 05 Gêneros digitais,89727,
10307,11860,SAS - Focos,252,Língua Portuguesa - Novo Ensino Médio,Língua Portuguesa - Novo Ensino Médio,196,FOCOS Cursos,831,Módulo 06,Lista de checagem do processo de reescrita,1512,Vídeo 06 Lista de checagem do processo de reescrita,89728,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,832,Módulo 01,Bem vindo(a)!! Vamos começar?,1513,Aula 01 Conceito,89729,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,832,Módulo 01,Bem vindo(a)!! Vamos começar?,1574,Boas-vindas - Orientações Iniciais Trilha do Ensino Híbrido,89801,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,832,Módulo 01,Bem vindo(a)!! Vamos começar?,1654,Módulo 01 - Material de Apoio,90050,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,832,Módulo 01,Bem vindo(a)!! Vamos começar?,1677,Como funciona a escola no modelo Virtual Aprimorado - Material Complementar,90051,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,832,Módulo 01,Bem vindo(a)!! Vamos começar?,1679,Atividade Módulo 01 - Prática para Gestores,90052,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,832,Módulo 01,Bem vindo(a)!! Vamos começar?,1691,Atividade Módulo 01 - Prática para Docentes,90055,
10307,11860,SAS - Focos,253,Trilha do Ensino Híbrido,Trilha do Ensino Híbrido,196,FOCOS Cursos,833,Módulo 02,Organização,1515,Aula 02 Organização,89730,
